date_and_time, Numberofsatellites, longtitude,
11:52:28.0,10,03509.080119 E,479.1
11:52:29.0,10,03509.062414 E,478.5
11:52:30.0,10,03509.043962 E,478.0
11:52:31.0,09,03509.026550 E,477.0
11:52:32.0,09,03509.008273 E,476.2
11:52:33.0,10,03508.990450 E,474.6
11:52:34.0,10,03508.972279 E,473.0
11:52:35.0,10,03508.954969 E,470.3
11:52:36.0,10,03508.937551 E,468.2
11:52:37.0,10,03508.919848 E,466.5
11:52:38.0,10,03508.902481 E,466.4
11:52:39.0,09,03508.885752 E,463.3
11:52:40.0,09,03508.868739 E,460.9
11:52:41.0,09,03508.851049 E,459.6
11:52:42.0,09,03508.833969 E,458.9
11:52:43.0,09,03508.817280 E,455.8
11:52:44.0,09,03508.800385 E,455.3
11:52:45.0,09,03508.783278 E,453.8
11:52:46.0,09,03508.766604 E,452.9
11:52:47.0,09,03508.750124 E,450.7
11:52:48.0,09,03508.733910 E,449.4
11:52:49.0,09,03508.717974 E,447.6
11:52:50.0,09,03508.702096 E,446.8
11:52:51.0,09,03508.685835 E,444.5
11:52:52.0,09,03508.670105 E,442.6
11:52:53.0,09,03508.654154 E,441.6
11:52:54.0,09,03508.638725 E,441.2
11:52:55.0,09,03508.622885 E,440.4
11:52:56.0,09,03508.607524 E,440.3
11:52:57.0,09,03508.592125 E,440.7
11:52:58.0,09,03508.576340 E,440.1
11:52:59.0,09,03508.561131 E,438.1
11:53:00.0,09,03508.545743 E,437.0
11:53:01.0,09,03508.531141 E,435.5
11:53:02.0,09,03508.515774 E,434.6
11:53:03.0,09,03508.501505 E,434.6
11:53:04.0,09,03508.487934 E,433.9
11:53:05.0,09,03508.476074 E,433.7
11:53:06.0,09,03508.466045 E,433.9
11:53:07.0,09,03508.456251 E,434.2
11:53:08.0,10,03508.450227 E,432.6
11:53:09.0,09,03508.444216 E,432.2
11:53:10.0,09,03508.439315 E,432.4
11:53:11.0,09,03508.435132 E,432.5
11:53:12.0,09,03508.432419 E,432.2
11:53:13.0,09,03508.430628 E,432.5
11:53:14.0,09,03508.428842 E,431.8
11:53:15.0,09,03508.427428 E,431.7
11:53:16.0,09,03508.428885 E,431.4
11:53:17.0,09,03508.428410 E,430.7
11:53:18.0,09,03508.428410 E,430.7
11:53:19.0,09,03508.429052 E,430.1
11:53:20.0,09,03508.429408 E,430.4
11:53:21.0,09,03508.429748 E,430.9
11:53:22.0,09,03508.429874 E,430.7
11:53:23.0,09,03508.429997 E,430.9
11:53:24.0,09,03508.430078 E,431.1
11:53:25.0,09,03508.430078 E,431.1
11:53:26.0,09,03508.430095 E,430.9
11:53:27.0,10,03508.430102 E,430.9
11:53:28.0,10,03508.430091 E,430.9
11:53:29.0,10,03508.430089 E,430.9
11:53:30.0,09,03508.430091 E,430.9
11:53:31.0,10,03508.430090 E,430.9
11:53:32.0,10,03508.430090 E,430.9
11:53:33.0,10,03508.430090 E,430.9
11:53:34.0,10,03508.430088 E,430.9
11:53:35.0,10,03508.430088 E,430.9
11:53:36.0,09,03508.430087 E,430.9
11:53:37.0,09,03508.430088 E,430.9
11:53:38.0,08,03508.430086 E,430.9
11:53:39.0,08,03508.430084 E,430.9
11:53:40.0,08,03508.430083 E,430.9
11:53:41.0,07,03508.430085 E,430.9
11:53:42.0,07,03508.430086 E,430.9
11:53:43.0,08,03508.430089 E,430.9
11:53:44.0,08,03508.430089 E,430.9
11:53:45.0,08,03508.430086 E,430.9
11:53:46.0,08,03508.430085 E,430.9
11:53:47.0,08,03508.430082 E,430.9
11:53:48.0,08,03508.430082 E,430.9
11:53:49.0,08,03508.430081 E,430.9
11:53:50.0,07,03508.430084 E,430.9
11:53:51.0,07,03508.430082 E,430.9
11:53:52.0,07,03508.430078 E,430.9
11:53:53.0,07,03508.429987 E,430.8
11:53:54.0,07,03508.429277 E,430.7
11:53:55.0,09,03508.426238 E,426.4
11:53:56.0,09,03508.422127 E,426.0
11:53:57.0,09,03508.416452 E,425.6
11:53:58.0,09,03508.409925 E,423.6
11:53:59.0,09,03508.403685 E,423.3
11:54:00.0,09,03508.394215 E,424.4
11:54:01.0,08,03508.385670 E,424.2
11:54:02.0,08,03508.377076 E,423.4
11:54:03.0,08,03508.366961 E,422.7
11:54:04.0,08,03508.356494 E,422.5
11:54:05.0,08,03508.345574 E,422.4
11:54:06.0,08,03508.334978 E,421.4
11:54:07.0,09,03508.322772 E,420.9
11:54:08.0,09,03508.311770 E,421.4
11:54:09.0,09,03508.300549 E,421.2
11:54:10.0,09,03508.289411 E,418.3
11:54:11.0,09,03508.278182 E,416.3
11:54:12.0,09,03508.267340 E,415.9
11:54:13.0,09,03508.256194 E,415.6
11:54:14.0,09,03508.244962 E,414.2
11:54:15.0,09,03508.232966 E,412.6
11:54:16.0,09,03508.220768 E,412.0
11:54:17.0,09,03508.209808 E,413.4
11:54:18.0,09,03508.198128 E,413.3
11:54:19.0,09,03508.185970 E,412.8
11:54:20.0,09,03508.174035 E,412.5
11:54:21.0,09,03508.161982 E,411.9
11:54:22.0,09,03508.148445 E,411.1
11:54:23.0,09,03508.135900 E,409.7
11:54:24.0,09,03508.122502 E,408.7
11:54:25.0,09,03508.108494 E,408.5
11:54:26.0,09,03508.094853 E,407.3
11:54:27.0,09,03508.080974 E,405.9
11:54:28.0,09,03508.066642 E,405.5
11:54:29.0,08,03508.052182 E,403.7
11:54:30.0,08,03508.036229 E,403.6
11:54:31.0,09,03508.019549 E,403.8
11:54:32.0,10,03508.002807 E,404.3
11:54:33.0,10,03507.986278 E,403.4
11:54:34.0,10,03507.968814 E,402.7
11:54:35.0,10,03507.951177 E,401.5
11:54:36.0,10,03507.933165 E,400.9
11:54:37.0,10,03507.915584 E,399.0
11:54:38.0,10,03507.897978 E,398.4
11:54:39.0,10,03507.880077 E,398.0
11:54:40.0,09,03507.861990 E,397.0
11:54:41.0,09,03507.844609 E,396.3
11:54:42.0,08,03507.827186 E,396.2
11:54:43.0,08,03507.810842 E,390.5
11:54:44.0,08,03507.794135 E,389.6
11:54:45.0,08,03507.777767 E,389.5
11:54:46.0,09,03507.761546 E,388.9
11:54:47.0,09,03507.746799 E,386.2
11:54:48.0,09,03507.731422 E,386.1
11:54:49.0,09,03507.715019 E,387.3
11:54:50.0,09,03507.699816 E,387.2
11:54:51.0,09,03507.684811 E,387.4
11:54:52.0,09,03507.670120 E,387.1
11:54:53.0,09,03507.656154 E,386.8
11:54:54.0,09,03507.641166 E,386.5
11:54:55.0,09,03507.626049 E,386.0
11:54:56.0,09,03507.611378 E,385.8
11:54:57.0,09,03507.596357 E,385.4
11:54:58.0,09,03507.581568 E,385.6
11:54:59.0,09,03507.566031 E,385.5
11:55:00.0,09,03507.550929 E,385.5
11:55:01.0,09,03507.535872 E,385.4
11:55:02.0,09,03507.520673 E,385.3
11:55:03.0,09,03507.505420 E,385.2
11:55:04.0,09,03507.490039 E,385.0
11:55:05.0,09,03507.474705 E,385.0
11:55:06.0,09,03507.459462 E,384.2
11:55:07.0,09,03507.443737 E,383.8
